AGGREGATION_CODE,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_NAME,COUNTY_CODE,COUNTY_NAME,YEAR,HOMELESS,IN FOSTER CARE,NOT HOMELESS,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES
331800011642,0.0,0.0,79.41,73.53,37.82,2.1,83.61,3.36,8.82,62.18,0.0,0.0,26.47,58.4,0.0,16.39,2.94,69.75,URBAN ACTION ACADEMY,33,KINGS,2019,3.36,0.0,29.41,0.0,0.0,0.0
331800011673,0.0,0.0,76.41,75.75,43.52,0.0,65.78,10.96,4.32,56.48,0.0,0.0,24.25,58.47,0.0,34.22,1.66,53.16,EAST BROOKLYN COMMUNITY HIGH SCHOOL,33,KINGS,2019,9.97,0.0,90.03,0.0,0.0,0.0
331800860916,0.0,0.0,88.89,82.54,50.79,0.0,82.54,11.11,0.0,49.21,0.0,0.0,17.46,0.0,0.0,17.46,0.0,93.65,BROOKLYN ASCEND CHARTER SCHOOL,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
331900011404,0.0,0.0,75.9,73.9,66.27,0.0,83.13,8.84,0.0,33.73,0.0,0.0,26.1,0.0,0.0,16.87,0.0,93.98,ACADEMY FOR YOUNG WRITERS,33,KINGS,2019,2.81,0.0,43.78,0.0,0.0,0.0
331900011409,0.0,0.0,63.43,76.0,50.29,0.0,78.29,14.29,0.0,49.71,0.0,0.0,24.0,0.0,0.0,21.71,0.0,93.71,EAST NEW YORK FAMILY ACADEMY,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
331900011422,0.0,0.0,67.69,76.92,49.23,0.0,75.38,0.0,0.0,50.77,0.0,0.0,23.08,0.0,0.0,24.62,0.0,93.08,SPRING CREEK COMMUNITY SCHOOL,33,KINGS,2019,9.23,0.0,90.77,0.0,0.0,0.0
331900011502,0.0,0.0,69.04,76.14,25.89,0.0,75.63,8.12,0.0,74.11,0.0,0.0,23.86,0.0,0.0,24.37,0.0,78.43,CAPTAIN VERNON A RICHARDS HIGH SCHOOL FOR FIRE AND LIFE SAFE,33,KINGS,2019,4.57,0.0,41.12,0.0,0.0,0.0
331900011504,0.0,0.0,68.31,74.07,42.8,0.0,75.31,10.29,6.58,57.2,0.0,0.0,25.93,58.44,0.0,24.69,0.0,62.96,HIGH SCHOOL FOR CIVIL RIGHTS,33,KINGS,2019,15.23,0.0,84.77,0.0,0.0,0.0
331900011507,0.0,0.0,72.16,89.74,58.97,1.83,78.75,0.0,5.49,41.03,0.0,0.0,10.26,61.17,0.0,21.25,0.0,81.5,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,33,KINGS,2019,8.79,0.0,58.24,0.0,0.0,0.0
331900011510,0.0,0.0,70.53,84.74,60.0,0.0,80.0,12.63,9.47,40.0,0.0,0.0,15.26,62.11,0.0,20.0,0.0,74.47,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,33,KINGS,2019,13.16,0.0,58.42,0.0,0.0,0.0
331900011583,0.0,0.0,0.0,85.71,53.71,17.14,0.0,0.0,72.0,46.29,0.0,0.0,14.29,28.0,0.0,0.0,0.0,77.14,MULTICULTURAL HIGH SCHOOL,33,KINGS,2019,10.29,0.0,61.14,0.0,0.0,0.0
331900011615,0.0,4.41,62.43,73.54,14.29,3.53,74.6,28.57,1.41,85.71,0.0,0.0,26.46,28.57,0.0,25.4,0.88,76.63,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,33,KINGS,2019,7.94,0.0,92.06,0.0,0.0,0.0
331900011618,0.0,2.58,40.96,82.29,20.66,5.17,78.6,48.71,7.38,79.34,0.0,0.0,17.71,59.41,0.0,21.4,0.0,86.9,ACADEMY OF INNOVATIVE TECHNOLOGY,33,KINGS,2019,3.69,0.0,28.04,0.0,0.0,0.0
331900011639,0.0,4.26,31.49,85.11,42.55,7.23,82.13,53.19,19.15,57.45,0.0,0.0,14.89,80.85,0.0,17.87,0.0,70.64,BROOKLYN LAB SCHOOL,33,KINGS,2019,13.19,0.0,86.81,0.0,0.0,0.0
331900011659,0.0,0.0,24.22,88.82,44.72,9.32,54.66,62.73,13.66,55.28,0.0,0.0,11.18,86.34,0.0,14.29,0.0,81.68,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,33,KINGS,2019,13.66,0.0,86.34,0.0,0.0,0.0
331900011660,0.0,0.0,67.34,86.13,70.52,1.73,72.54,8.09,5.2,29.48,0.0,0.0,13.87,94.8,0.0,27.46,0.0,75.87,WILLIAM H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,33,KINGS,2019,14.16,0.0,85.84,0.0,0.0,0.0
331900011683,0.0,5.41,56.31,86.04,60.36,10.36,76.13,28.38,10.81,39.64,0.0,0.0,13.96,89.19,0.0,23.87,0.0,75.9,"SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PE",33,KINGS,2019,8.11,0.0,91.89,0.0,0.0,0.0
331900011764,0.0,17.2,40.13,76.43,65.61,7.01,85.99,34.39,12.1,34.39,0.0,0.0,23.57,87.9,0.0,14.01,0.0,83.76,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,33,KINGS,2019,7.01,0.0,92.99,0.0,0.0,0.0
331900860880,0.0,0.0,54.74,72.26,45.26,0.0,16.79,3.65,0.0,54.74,0.0,0.0,27.74,0.0,0.0,4.38,0.0,90.51,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
331900860891,0.0,0.0,74.78,87.17,44.25,0.0,90.27,0.0,0.0,55.75,0.0,0.0,12.83,0.0,0.0,9.73,0.0,76.33,UFT CHARTER SCHOOL (THE),33,KINGS,2019,7.96,0.0,92.04,0.0,0.0,0.0
332000011445,0.0,43.23,3.35,79.0,42.58,15.0,86.0,26.88,11.96,57.42,0.0,0.62,21.0,88.04,0.0,14.0,25.73,81.35,NEW UTRECHT HIGH SCHOOL,33,KINGS,2019,8.5,0.0,91.5,0.0,0.0,0.0
332000011485,0.0,18.27,8.21,74.07,44.2,7.33,83.37,53.17,3.06,55.8,0.0,1.31,25.93,96.94,0.0,16.63,17.83,91.74,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY,33,KINGS,2019,2.19,0.0,63.46,0.0,0.0,0.0
332000011490,0.0,29.03,4.58,73.08,46.97,9.01,87.25,29.64,12.06,53.03,0.0,0.0,26.92,87.94,0.0,12.75,35.06,80.98,FORT HAMILTON HIGH SCHOOL,33,KINGS,2019,4.7,0.0,95.3,0.0,0.0,0.0
332000011505,0.0,40.82,2.79,80.81,43.09,14.39,87.0,30.09,28.13,56.91,0.0,0.0,19.19,71.87,0.0,13.0,17.58,72.85,FRANKLIN D ROOSEVELT HIGH SCHOOL,33,KINGS,2019,11.73,0.0,88.27,0.0,0.0,0.0
332000011609,0.0,49.79,16.17,64.26,0.0,14.47,87.23,6.81,2.55,0.0,0.0,0.0,7.23,25.96,0.0,12.77,12.77,95.11,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,33,KINGS,2019,2.98,0.0,25.53,0.0,0.0,0.0
332100011337,0.0,34.7,4.1,88.81,32.09,22.01,0.0,35.82,64.93,67.91,0.0,0.0,11.19,35.07,0.0,0.0,14.18,67.91,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,33,KINGS,2019,35.45,0.0,64.55,0.0,0.0,0.0
332100011344,0.0,5.38,20.18,61.43,46.64,9.64,81.61,20.85,7.17,53.36,0.0,0.0,38.57,92.83,0.0,18.39,45.52,77.8,RACHEL CARSON HIGH SCHOOL OF COASTAL STUDIES,33,KINGS,2019,2.69,0.0,60.99,0.0,0.0,0.0
332100011348,0.0,0.0,61.11,57.94,11.9,0.0,60.32,20.63,0.0,63.49,0.0,0.0,17.46,0.0,0.0,15.08,0.0,79.37,HIGH SCHOOL OF SPORTS MANAGEMENT,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
332100011410,0.0,12.29,34.88,74.41,40.1,9.51,85.06,23.23,12.94,59.9,0.0,0.0,25.59,87.06,0.0,14.94,20.94,80.74,ABRAHAM LINCOLN HIGH SCHOOL,33,KINGS,2019,4.79,0.0,95.21,0.0,0.0,0.0
332100011468,0.0,4.74,12.65,71.15,47.43,0.0,81.82,28.46,0.0,52.57,0.0,0.0,28.85,0.0,0.0,18.18,46.64,97.63,KINGSBOROUGH EARLY COLLEGE SCHOOL,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
332100011525,0.19,25.72,21.49,68.36,58.55,10.0,84.57,21.34,2.79,41.45,0.0,1.12,31.64,97.21,0.0,15.43,27.96,85.78,EDWARD R MURROW HIGH SCHOOL,33,KINGS,2019,11.6,0.0,88.4,0.0,0.0,0.0
332100011540,0.76,32.07,32.01,80.14,47.88,10.44,88.55,20.81,12.59,52.12,0.0,1.27,19.86,87.41,0.0,11.45,9.23,82.57,JOHN DEWEY HIGH SCHOOL,33,KINGS,2019,9.3,0.0,90.7,0.0,0.0,0.0
332100011559,0.0,6.32,45.26,71.58,51.05,0.0,77.37,29.47,0.0,48.95,0.0,0.0,28.42,0.0,0.0,22.63,11.05,93.42,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,33,KINGS,2019,2.63,0.0,31.58,0.0,0.0,0.0
332100011572,0.0,19.09,6.82,78.18,47.27,2.73,82.27,35.0,14.09,52.73,0.0,0.0,21.82,85.91,0.0,17.73,24.55,87.05,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,33,KINGS,2019,8.64,0.0,91.36,0.0,0.0,0.0
332100011620,0.0,3.24,65.49,82.01,23.3,2.65,63.72,17.99,1.47,76.7,0.0,0.0,17.99,32.74,0.0,36.28,6.49,77.14,WILLIAM E GRADY CAREER AND TECHNICAL HIGH SCHOOL,33,KINGS,2019,7.67,0.0,92.33,0.0,0.0,0.0
332100011690,0.0,12.76,0.0,72.43,46.3,10.49,81.89,27.78,9.05,53.7,0.0,0.0,27.57,90.95,0.0,18.11,49.18,84.36,BROOKLYN STUDIO SCHOOL,33,KINGS,2019,1.03,0.0,34.57,0.0,0.0,0.0
332100011728,0.0,1.87,46.44,79.03,46.44,0.0,64.04,37.83,5.62,53.56,0.0,0.0,20.97,59.93,0.0,35.96,4.87,34.83,LIBERATION DIPLOMA PLUS HIGH SCHOOL,33,KINGS,2019,5.24,0.0,60.3,0.0,0.0,0.0
332100860949,0.0,4.74,40.95,80.17,43.53,0.0,87.07,34.48,0.0,56.47,0.0,0.0,19.83,0.0,0.0,12.93,7.33,92.67,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,33,KINGS,2019,2.16,0.0,32.76,0.0,0.0,0.0
332200011405,0.22,37.88,25.89,71.54,56.19,3.54,93.43,11.48,1.41,43.81,0.0,1.01,28.46,98.59,0.0,6.57,23.33,93.82,MIDWOOD HIGH SCHOOL,33,KINGS,2019,4.91,0.0,95.09,0.0,0.0,0.0
332200011425,0.0,20.84,10.98,73.38,42.8,8.21,86.71,12.42,8.96,57.2,0.0,0.0,26.62,91.04,0.0,13.29,44.9,84.34,JAMES MADISON HIGH SCHOOL,33,KINGS,2019,5.61,0.0,94.39,0.0,0.0,0.0
332200011535,0.0,24.25,9.6,48.64,55.25,0.0,86.64,0.0,0.0,44.75,0.0,0.0,51.36,0.0,0.0,13.36,57.72,97.73,LEON M GOLDSTEIN HIGH SCHOOL-SCIENCES,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
332200011555,0.0,7.71,65.99,67.12,64.4,0.0,92.06,12.24,0.0,35.6,0.0,6.8,32.88,0.0,0.0,7.94,4.54,99.21,BROOKLYN COLLEGE ACADEMY,33,KINGS,2019,1.36,0.0,31.29,0.0,0.0,0.0
332200011611,0.0,5.31,34.38,79.69,53.12,6.56,84.69,23.75,13.12,46.88,0.0,0.0,20.31,86.88,0.0,15.31,26.56,85.31,ORIGINS HIGH SCHOOL,33,KINGS,2019,9.69,0.0,90.31,0.0,0.0,0.0
332200011630,0.0,0.0,29.87,78.62,42.14,2.2,79.87,28.93,0.0,57.86,0.0,0.0,21.38,0.0,0.0,20.13,30.5,47.96,PROFESSIONAL PATHWAYS HIGH SCHOOL,33,KINGS,2019,7.23,0.0,92.77,0.0,0.0,0.0
332200861051,0.0,0.0,86.15,76.92,51.54,0.0,86.54,5.77,0.0,48.46,0.0,0.0,23.08,0.0,0.0,13.46,0.0,90.77,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,33,KINGS,2019,3.85,0.0,28.08,0.0,0.0,0.0
332200861053,3.73,0.0,80.0,79.32,44.41,3.73,87.8,8.81,0.0,55.59,0.0,0.0,20.68,0.0,0.0,12.2,0.0,95.93,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCE MATH AND SCIENCE,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
332300010514,0.0,0.0,84.21,72.51,41.52,0.0,67.84,0.0,2.92,58.48,0.0,0.0,6.43,42.11,0.0,32.16,0.0,73.98,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,33,KINGS,2019,20.47,0.0,58.48,0.0,0.0,0.0
332300011493,0.0,0.0,87.44,90.95,37.19,0.0,75.88,3.02,0.0,62.81,0.0,0.0,9.05,0.0,0.0,24.12,0.0,82.41,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,33,KINGS,2019,11.56,0.0,88.44,0.0,0.0,0.0
332300011643,0.0,0.0,78.4,80.0,42.0,0.0,72.8,0.0,0.0,58.0,0.0,0.0,20.0,0.0,0.0,27.2,0.0,33.6,BROOKLYN DEMOCRACY ACADEMY,33,KINGS,2019,13.2,0.0,86.8,0.0,0.0,0.0
332300011644,0.0,0.0,87.08,70.42,0.0,0.0,78.75,5.0,0.0,0.0,0.0,0.0,29.58,0.0,0.0,21.25,0.0,92.5,EAGLE ACADEMY FOR YOUNG MEN II,33,KINGS,2019,5.42,0.0,65.0,0.0,0.0,0.0
332300011646,0.0,0.0,76.67,84.24,50.3,0.0,78.79,8.48,0.0,49.7,0.0,0.0,15.76,0.0,0.0,21.21,0.0,35.3,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,33,KINGS,2019,13.03,0.0,86.97,0.0,0.0,0.0
332300011647,0.0,0.0,83.97,90.59,46.69,0.0,66.9,3.48,0.0,53.31,0.0,0.0,9.41,0.0,0.0,33.1,0.0,37.11,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,33,KINGS,2019,12.54,0.0,87.46,0.0,0.0,0.0
332300011697,0.0,0.0,76.63,85.33,65.22,0.0,67.39,0.0,0.0,34.78,0.0,0.0,14.67,0.0,0.0,32.61,0.0,75.27,TEACHERS PREPARATORY HIGH SCHOOL,33,KINGS,2019,14.13,0.0,85.87,0.0,0.0,0.0
332300860941,0.0,0.0,90.15,71.97,50.76,0.0,43.94,3.79,0.0,49.24,0.0,0.0,28.03,0.0,0.0,8.33,0.0,94.7,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
332300861007,0.0,0.0,64.56,83.12,52.32,0.0,55.27,24.47,0.0,47.68,0.0,0.0,16.88,0.0,0.0,44.73,0.0,27.0,NEW VISIONS AIM CHARTER HIGH SCHOOL I,33,KINGS,2019,16.03,0.0,83.97,0.0,0.0,0.0
333200010564,0.0,0.0,8.16,83.69,45.62,1.51,70.69,67.67,5.74,54.38,0.0,0.0,16.31,68.28,0.0,29.31,0.0,34.74,BUSHWICK COMMUNITY HIGH SCHOOL,33,KINGS,2019,8.76,0.0,91.24,0.0,0.0,0.0
333200011168,0.0,0.0,50.84,86.59,38.55,0.0,84.92,24.58,0.0,61.45,0.0,0.0,13.41,0.0,0.0,15.08,0.0,89.66,BROOKLYN SCHOOL FOR MATH AND RESEARCH,33,KINGS,2019,3.35,0.0,24.58,0.0,0.0,0.0
333200011403,0.0,0.0,8.43,77.51,51.0,8.03,81.53,78.31,33.33,49.0,0.0,0.0,22.49,66.67,0.0,18.47,0.0,77.91,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,33,KINGS,2019,17.67,0.0,82.33,0.0,0.0,0.0
333200011545,0.0,0.0,0.0,85.64,44.17,8.13,80.49,89.97,16.26,55.83,0.0,0.0,14.36,83.74,0.0,19.51,0.0,83.74,EBC HIGH SCHOOL FOR PUBLIC SERVICE,33,KINGS,2019,5.15,0.0,94.85,0.0,0.0,0.0
333200011549,0.0,0.0,0.0,75.88,48.87,5.14,80.71,80.71,29.58,51.13,0.0,0.0,24.12,70.42,0.0,19.29,0.0,75.24,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,33,KINGS,2019,12.54,0.0,87.46,0.0,0.0,0.0
333200011552,0.0,0.0,10.78,33.53,45.51,8.38,78.44,79.04,25.75,54.49,0.0,0.0,4.19,74.25,0.0,21.56,0.0,81.74,ACADEMY OF URBAN PLANNING AND ENGINEERING,33,KINGS,2019,8.38,0.0,59.88,0.0,0.0,0.0
333200011554,0.0,4.38,0.0,67.5,52.5,0.0,88.12,78.12,0.0,47.5,0.0,0.0,8.12,0.0,0.0,11.88,0.0,98.12,ALL CITY LEADERSHIP SECONDARY SCHOOL,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
333200011556,0.0,0.0,0.0,32.68,41.95,2.93,72.2,81.46,19.51,58.05,0.0,0.0,2.93,80.49,0.0,27.8,0.0,77.32,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,33,KINGS,2019,16.1,0.0,83.9,0.0,0.0,0.0
333200860906,0.0,0.0,51.25,71.25,61.25,0.0,0.0,48.75,0.0,38.75,0.0,0.0,28.75,0.0,0.0,0.0,0.0,97.5,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
333200861059,0.0,0.0,14.2,58.28,52.37,4.44,84.91,76.33,4.73,47.63,0.0,2.37,41.72,62.72,0.0,15.09,0.0,93.49,"MATH, ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL",33,KINGS,2019,6.51,0.0,93.49,0.0,0.0,0.0
342400011236,0.0,21.37,0.0,84.19,50.43,29.49,0.0,64.53,50.85,49.57,0.0,0.0,15.81,49.15,0.0,0.0,3.42,64.53,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,34,QUEENS,2019,28.63,0.0,71.37,0.0,0.0,0.0
342400011264,0.0,24.64,2.17,77.54,53.86,8.21,90.58,49.76,0.0,46.14,0.0,0.0,22.46,0.0,0.0,9.42,16.43,96.62,ACADEMY OF FINANCE AND ENTERPRISE,34,QUEENS,2019,1.69,0.0,34.06,0.0,0.0,0.0
342400011267,0.0,17.0,5.53,74.7,60.47,5.93,83.4,56.52,1.98,39.53,0.0,1.98,25.3,35.57,0.0,16.6,9.88,91.9,HIGH SCHOOL OF APPLIED COMMUNICATIONS,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
342400011293,0.0,12.39,6.48,81.69,52.11,3.66,83.1,65.07,2.25,47.89,0.0,8.45,18.31,30.99,0.0,16.9,7.61,94.23,CIVIC LEADERSHIP ACADEMY,34,QUEENS,2019,2.82,0.0,64.51,0.0,0.0,0.0
342400011296,0.0,0.0,0.0,84.32,50.89,31.36,26.33,0.0,57.99,49.11,0.0,0.0,15.68,42.01,0.0,1.48,0.0,85.95,PAN AMERICAN INTERNATIONAL HIGH SCHOOL-QUEENS,34,QUEENS,2019,15.68,0.0,84.32,0.0,0.0,0.0
342400011299,0.0,35.63,11.49,40.46,58.39,0.0,0.0,15.86,0.0,41.61,0.0,0.0,59.54,0.0,0.0,0.0,34.02,99.31,BARD HIGH SCHOOL EARLY COLLEGE II,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
342400011455,0.43,25.32,8.81,77.0,41.59,10.09,88.38,59.94,20.61,58.41,0.0,0.0,23.0,79.39,0.0,11.62,3.24,75.08,NEWTOWN HIGH SCHOOL,34,QUEENS,2019,7.22,0.0,92.78,0.0,0.0,0.0
342400011485,0.0,9.75,5.52,66.91,41.73,7.51,83.05,63.15,15.67,58.27,0.0,0.48,33.09,84.33,0.0,16.95,19.58,68.03,GROVER CLEVELAND HIGH SCHOOL,34,QUEENS,2019,9.19,0.0,90.81,0.0,0.0,0.0
342400011520,0.0,6.97,2.73,64.85,47.58,1.82,85.45,76.67,0.0,52.42,0.0,0.0,35.15,0.0,0.0,14.55,3.64,86.97,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
342400011530,0.0,31.32,0.0,61.49,54.6,36.78,0.0,51.44,35.34,45.4,0.0,0.0,38.51,64.66,0.0,0.0,0.0,83.19,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,34,QUEENS,2019,8.62,0.0,91.38,0.0,0.0,0.0
342400011550,0.0,9.4,9.93,63.12,58.51,6.38,84.4,75.53,0.0,41.49,0.0,0.0,36.88,0.0,0.0,15.6,3.19,95.74,HIGH SCHOOL FOR ARTS AND BUSINESS,34,QUEENS,2019,3.55,0.0,96.45,0.0,0.0,0.0
342400011560,0.0,20.41,1.78,86.39,44.97,3.85,86.39,64.5,1.48,55.03,0.0,0.0,13.61,31.95,0.0,13.61,6.8,97.19,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHNOLOGY,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
342400011585,0.0,10.67,0.8,60.53,52.0,1.33,87.07,43.2,0.0,48.0,0.0,1.73,39.47,0.0,0.0,12.93,36.27,98.87,MASPETH HIGH SCHOOL,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
342400011600,0.0,10.73,1.68,81.62,37.03,4.66,85.26,77.43,1.77,62.97,0.0,0.0,18.38,65.11,0.0,14.74,6.62,86.52,QUEENS TECHNICAL HIGH SCHOOL,34,QUEENS,2019,2.52,0.0,97.48,0.0,0.0,0.0
342400011610,0.38,33.46,4.76,56.32,20.0,3.81,89.52,47.49,0.83,80.0,0.0,0.89,43.68,58.16,0.0,10.48,11.17,85.87,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,34,QUEENS,2019,0.32,0.0,29.27,0.0,0.0,0.0
342400011744,0.0,7.77,11.49,67.57,35.81,1.69,61.49,72.64,0.0,64.19,0.0,0.0,32.43,0.0,0.0,6.08,3.72,34.46,VOYAGES PREPARATORY,34,QUEENS,2019,2.36,0.0,39.86,0.0,0.0,0.0
342500011240,0.0,20.0,10.39,67.27,49.35,6.23,81.56,48.83,5.19,50.65,0.0,0.0,32.73,94.81,0.0,18.44,10.39,86.62,VERITAS ACADEMY,34,QUEENS,2019,2.86,0.0,67.79,0.0,0.0,0.0
342500011241,0.0,65.03,4.9,86.36,52.1,25.87,66.08,22.03,10.84,47.9,0.0,0.0,13.64,53.85,0.0,5.24,0.0,95.1,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
342500011252,0.0,37.05,12.05,54.02,47.77,0.0,87.05,21.43,0.0,52.23,0.0,0.0,45.98,0.0,0.0,12.95,15.18,96.65,QUEENS SCHOOL OF INQUIRY,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
342500011263,0.0,53.21,0.0,84.94,42.95,26.92,0.0,28.85,60.26,57.05,0.0,0.0,15.06,39.74,0.0,0.0,0.0,69.55,FLUSHING INTERNATIONAL HIGH SCHOOL,34,QUEENS,2019,13.46,0.0,86.54,0.0,0.0,0.0
342500011281,0.0,57.79,5.74,84.02,50.41,9.43,88.52,20.9,0.0,49.59,0.0,0.0,15.98,0.0,0.0,11.48,0.0,96.72,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
342500011285,0.0,11.26,6.49,52.81,59.74,0.0,77.49,27.27,0.0,40.26,0.0,0.0,47.19,0.0,0.0,22.51,52.81,98.05,WORLD JOURNALISM PREPARATORY,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
342500011425,0.53,30.83,17.69,77.58,50.34,10.7,86.33,44.42,12.91,49.66,0.0,0.8,22.42,87.09,0.0,13.67,5.04,79.74,JOHN BOWNE HIGH SCHOOL,34,QUEENS,2019,4.01,0.0,95.99,0.0,0.0,0.0
342500011460,0.51,17.42,17.25,74.68,45.45,5.69,85.64,60.66,26.17,54.55,0.0,0.0,25.32,73.83,0.0,14.36,1.44,69.24,FLUSHING HIGH SCHOOL,34,QUEENS,2019,7.9,0.0,92.1,0.0,0.0,0.0
342500011525,0.0,59.05,5.48,54.4,69.17,0.0,33.81,11.79,0.0,30.83,0.0,0.0,45.6,0.0,0.0,0.83,22.02,99.64,TOWNSEND HARRIS HIGH SCHOOL,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
342500011540,2.75,11.59,27.5,71.12,41.65,4.13,80.35,49.71,7.47,58.35,0.0,0.0,28.88,92.53,0.0,19.65,4.52,28.49,QUEENS ACADEMY HIGH SCHOOL,34,QUEENS,2019,3.93,0.0,96.07,0.0,0.0,0.0
342500011670,0.0,35.2,7.45,81.19,44.32,10.61,85.29,35.2,4.66,55.68,0.0,0.93,18.81,95.34,0.0,14.71,15.27,86.41,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,34,QUEENS,2019,0.93,0.0,30.54,0.0,0.0,0.0
342500011792,0.0,4.95,41.7,69.96,45.94,0.0,78.45,34.28,2.47,54.06,0.0,0.0,30.04,34.28,0.0,21.55,6.71,26.86,NORTH QUEENS COMMUNITY HIGH SCHOOL,34,QUEENS,2019,7.42,0.0,92.58,0.0,0.0,0.0
342600011315,0.0,28.72,35.11,70.21,28.19,0.0,85.11,19.68,3.19,71.81,0.0,4.26,29.79,51.06,0.0,14.89,9.57,93.09,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,34,QUEENS,2019,4.79,0.0,49.47,0.0,0.0,0.0
342600011415,0.3,45.37,19.51,58.45,51.8,5.17,89.22,19.06,2.23,48.2,0.0,0.3,41.55,97.77,0.0,10.78,14.72,91.64,BENJAMIN N CARDOZO HIGH SCHOOL,34,QUEENS,2019,2.45,0.0,97.55,0.0,0.0,0.0
342600011430,0.0,57.3,6.2,71.29,49.85,8.24,88.29,20.83,5.63,50.15,0.0,0.0,28.71,94.37,0.0,11.71,14.87,90.05,FRANCIS LEWIS HIGH SCHOOL,34,QUEENS,2019,2.46,0.0,97.54,0.0,0.0,0.0
342600011435,1.95,30.09,45.88,75.51,44.05,6.75,89.36,13.84,8.81,55.95,0.0,0.0,24.49,91.19,0.0,10.64,4.92,78.15,MARTIN VAN BUREN HIGH SCHOOL,34,QUEENS,2019,3.32,0.0,96.68,0.0,0.0,0.0
342600011495,0.0,41.38,12.17,74.75,50.29,5.11,84.89,26.55,2.29,49.71,0.0,0.0,25.25,97.71,0.0,15.11,18.75,98.41,BAYSIDE HIGH SCHOOL,34,QUEENS,2019,3.35,0.0,96.65,0.0,0.0,0.0
