AGGREGATION_NAME,AMERICAN INDIAN/ALASKA NATIVE,ASIAN/PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,ENGLISH LANGUAGE LEARNER,FEMALE,FORMERLY ENGLISH LANGUAGE LEARNER,GENERAL EDUCATION STUDENTS,HISPANIC,HOMELESS,IN FOSTER CARE,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT ENGLISH LANGUAGE LEARNER,NOT HOMELESS,NOT MIGRANT,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME
LYONS SENIOR HIGH SCHOOL,0.0,0.0,9.27,44.88,0.0,51.22,0.0,85.37,0.0,0.0,0.0,48.78,0.0,4.39,55.12,0.0,0.0,0.0,0.0,0.0,0.0,14.63,74.63,85.37,650501040002,65,WAYNE
MADISON CENTRAL SCHOOL,0.0,0.0,0.0,37.84,0.0,48.65,0.0,24.32,0.0,0.0,0.0,51.35,0.0,0.0,62.16,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,94.59,251101040003,25,MADISON
MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,39.75,0.0,51.55,0.0,86.34,0.0,3.11,0.0,48.45,0.0,0.0,60.25,0.0,27.95,0.0,0.0,0.0,0.0,13.66,0.0,92.24,511901040001,51,SAINT LAWRENCE
MAHOPAC HIGH SCHOOL,0.0,1.74,1.39,14.94,0.43,50.83,0.0,86.79,14.25,0.0,0.0,49.17,0.0,1.65,85.06,32.84,0.0,0.0,0.0,0.0,0.0,13.21,79.76,96.48,480101060001,48,PUTNAM
MAINE-ENDWELL SENIOR HIGH SCHOOL,0.0,0.0,3.64,33.27,0.0,50.55,0.0,88.0,0.91,0.0,0.0,49.45,0.0,0.0,66.73,0.0,0.0,0.0,0.0,0.0,0.0,12.0,90.36,96.0,31101060006,3,BROOME
MALVERNE SENIOR HIGH SCHOOL,0.0,0.0,57.01,52.34,0.0,47.2,0.0,88.55,23.36,1.64,0.0,52.8,0.0,0.0,47.66,0.0,33.41,0.0,0.0,0.0,0.0,11.45,12.85,95.91,280212030005,28,NASSAU
MAMARONECK HIGH SCHOOL,0.0,4.98,1.31,18.52,2.88,48.03,1.05,84.8,21.31,0.0,0.0,51.97,0.0,0.7,81.48,97.12,0.0,0.0,0.0,0.0,0.0,15.2,68.73,95.24,660701030006,66,WESTCHESTER
MANHASSET SENIOR HIGH SCHOOL,0.0,21.18,0.94,6.59,0.82,51.76,0.0,86.59,4.71,0.0,0.0,48.24,0.0,0.59,93.41,32.35,0.0,0.0,0.0,0.0,0.0,13.41,70.24,99.59,280406030002,28,NASSAU
MANHATTAN ACADEMY FOR ARTS AND LANGUAGES,0.0,0.0,0.0,26.6,45.32,47.78,34.48,33.99,0.0,33.5,0.0,52.22,0.0,0.0,4.93,54.68,66.5,0.0,0.0,0.0,0.0,2.46,0.0,67.0,310200011427,31,NEW YORK
MANHATTAN BRIDGES HIGH SCHOOL,0.0,0.0,0.0,78.1,15.27,52.74,40.63,28.24,0.0,19.02,0.0,47.26,0.0,0.0,21.9,84.73,80.98,0.0,0.0,0.0,0.0,2.31,0.0,94.52,310200011542,31,NEW YORK
MANHATTAN BUSINESS ACADEMY,0.0,2.76,26.9,83.79,1.72,48.28,0.0,83.1,62.07,5.17,0.0,51.72,0.0,0.0,16.21,31.38,63.45,0.0,0.0,0.0,0.0,16.9,0.0,89.31,310200011392,31,NEW YORK
MANHATTAN CENTER-SCIENCE & MATHEMATICS,0.0,18.74,21.85,83.68,0.78,49.83,6.82,92.83,52.42,4.4,0.0,50.17,0.0,0.0,16.32,31.87,95.6,0.0,0.0,0.0,0.0,7.17,3.37,97.75,310400011435,31,NEW YORK
MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,0.0,22.88,27.99,83.86,46.48,43.0,10.62,89.58,42.39,10.21,0.0,57.0,0.0,0.0,16.14,53.52,89.79,0.0,0.0,0.0,0.0,10.42,1.63,32.38,310200011575,31,NEW YORK
MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,0.0,4.27,35.37,65.85,0.0,51.83,0.0,80.49,42.07,3.05,0.0,48.17,0.0,3.05,34.15,0.0,45.73,0.0,0.0,0.0,0.0,19.51,8.54,96.95,310200011280,31,NEW YORK
MANHATTAN INTERNATIONAL HIGH SCHOOL,0.0,19.75,12.61,67.23,31.93,47.48,44.96,0.0,50.0,15.97,0.0,52.52,0.0,0.0,32.77,68.07,84.03,0.0,0.0,0.0,0.0,0.0,17.65,76.68,310200011459,31,NEW YORK
MANHATTAN VILLAGE ACADEMY HIGH SCHOOL,0.0,5.31,12.81,74.69,0.0,62.5,2.81,85.31,70.0,1.56,0.0,37.5,0.0,0.0,25.31,0.0,37.5,0.0,0.0,0.0,0.0,14.69,9.38,99.22,310200011439,31,NEW YORK
MANHATTAN/HUNTER COLLEGE HS FOR THE SCIENCES,0.0,27.38,13.69,61.01,0.0,56.55,0.0,88.39,37.2,0.0,0.0,43.45,0.0,0.0,38.99,0.0,0.0,0.0,0.0,0.0,0.0,11.61,15.77,99.11,310300011541,31,NEW YORK
MAPLE GROVE HIGH SCHOOL,0.0,0.0,0.0,26.46,0.0,49.21,0.0,28.04,0.0,0.0,0.0,50.79,0.0,0.0,73.54,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,95.24,61001040005,6,CHAUTAUQUA
MAPLE HILL HIGH SCHOOL,0.0,0.0,0.0,24.15,0.0,49.28,0.0,81.16,0.0,0.0,0.0,50.72,0.0,0.0,75.85,0.0,0.0,0.0,0.0,0.0,0.0,18.84,91.79,97.58,491501040002,49,RENSSELAER
MARATHON HIGH SCHOOL,0.0,0.0,0.0,44.16,0.0,50.65,0.0,62.99,0.0,0.0,0.0,49.35,0.0,0.0,55.84,0.0,0.0,0.0,0.0,0.0,0.0,8.44,0.0,93.83,110901040001,11,CORTLAND
MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,0.0,8.41,23.3,90.29,6.8,48.87,29.77,89.97,58.9,8.09,0.0,51.13,0.0,0.0,9.71,60.84,59.55,0.0,0.0,0.0,0.0,10.03,1.94,95.31,321000011477,32,BRONX
MARCELLUS HIGH SCHOOL,0.0,0.0,0.0,18.51,0.0,49.52,0.0,88.22,0.0,0.0,0.0,50.48,0.0,0.0,81.49,0.0,0.0,0.0,0.0,0.0,0.0,11.78,66.11,96.88,421101060003,42,ONONDAGA
MARCUS WHITMAN HIGH SCHOOL,0.0,0.0,0.0,52.26,0.0,43.98,0.0,86.47,0.0,2.26,0.0,56.02,0.0,0.0,47.74,0.0,35.71,0.0,0.0,0.0,0.0,13.53,30.45,92.86,430901060001,43,ONTARIO
MARGARETVILLE CENTRAL SCHOOL,0.0,0.0,0.0,59.21,0.0,51.32,0.0,0.0,0.0,0.0,0.0,48.68,0.0,0.0,40.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.37,91.45,121401040001,12,DELAWARE
"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED HLTH PROF (",0.0,0.0,31.32,73.08,11.26,75.82,6.59,79.95,58.79,9.07,0.0,24.18,0.0,0.0,26.92,88.74,90.93,0.0,0.0,0.0,0.0,20.05,1.92,71.29,321000011237,32,BRONX
MARION JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,39.16,0.0,54.82,0.0,37.35,0.0,0.0,0.0,45.18,0.0,0.0,60.84,0.0,0.0,0.0,0.0,0.0,0.0,3.01,89.76,92.17,650701040002,65,WAYNE
MARK TWAIN MIDDLE SCHOOL,0.0,1.63,11.14,80.43,1.36,49.46,0.0,80.98,50.54,0.0,0.0,50.54,0.0,1.63,19.57,32.34,0.0,0.0,0.0,0.0,0.0,19.02,27.45,95.11,662300010044,66,WESTCHESTER
MARLBORO CENTRAL HIGH SCHOOL,0.0,0.0,5.21,34.06,0.0,46.85,0.0,84.6,15.4,0.0,0.0,53.15,0.0,0.0,65.94,0.0,0.0,0.0,0.0,0.0,0.0,15.4,73.97,94.36,621001060005,62,ULSTER
MARTA VALLE SECONDARY SCHOOL,0.0,0.0,35.11,55.73,0.0,64.12,0.0,72.52,19.08,0.0,0.0,35.88,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,27.48,0.0,78.63,310100011509,31,NEW YORK
MARTIN LUTHER KING JR HIGH SCHOOL,0.0,0.0,0.0,0.0,0.0,18.52,0.0,0.0,0.0,0.0,0.0,18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660410020002,66,WESTCHESTER
MARTIN VAN BUREN HIGH SCHOOL,1.95,30.09,45.88,75.51,8.81,44.05,6.75,89.36,13.84,3.32,0.0,55.95,0.0,0.0,24.49,91.19,96.68,0.0,0.0,0.0,0.0,10.64,4.92,78.15,342600011435,34,QUEENS
MARYVALE HIGH SCHOOL,0.0,1.78,10.28,46.05,1.38,50.59,1.19,88.54,3.36,0.0,0.0,49.41,0.0,0.0,53.95,34.39,0.0,0.0,0.0,0.0,0.0,11.46,79.05,85.97,140702030006,14,ERIE
MASPETH HIGH SCHOOL,0.0,10.67,0.8,60.53,0.0,52.0,1.33,87.07,43.2,0.0,0.0,48.0,0.0,1.73,39.47,0.0,0.0,0.0,0.0,0.0,0.0,12.93,36.27,98.87,342400011585,34,QUEENS
MASSAPEQUA HIGH SCHOOL,0.0,0.0,0.0,11.19,0.0,49.37,0.0,89.32,3.44,0.4,0.0,50.63,0.0,0.34,88.81,0.0,34.96,0.0,0.0,0.0,0.0,10.68,94.09,98.22,280523030011,28,NASSAU
MASSENA SENIOR HIGH SCHOOL,14.51,0.0,0.0,53.2,0.0,51.33,0.0,85.8,0.0,4.52,0.0,48.67,0.0,0.0,46.8,0.0,95.48,0.0,0.0,0.0,0.0,14.2,81.44,83.31,512001060008,51,SAINT LAWRENCE
MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE),0.0,9.95,74.41,78.67,6.4,53.32,1.18,78.44,8.53,4.27,0.0,46.68,0.0,0.0,21.33,93.6,95.73,0.0,0.0,0.0,0.0,21.56,1.18,54.38,140600010132,14,ERIE
"MATH, ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL",0.0,0.0,14.2,58.28,4.73,52.37,4.44,84.91,76.33,6.51,0.0,47.63,0.0,2.37,41.72,62.72,93.49,0.0,0.0,0.0,0.0,15.09,0.0,93.49,333200861059,33,KINGS
"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS",0.0,6.13,70.97,75.16,1.61,39.68,2.58,86.77,12.58,7.1,0.0,60.32,0.0,1.94,24.84,34.19,92.9,0.0,0.0,0.0,0.0,13.23,0.0,78.23,342900011492,34,QUEENS
MATTITUCK JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,20.26,6.84,44.47,0.0,87.11,8.68,0.0,0.0,55.53,0.0,0.0,79.74,93.16,0.0,0.0,0.0,0.0,0.0,12.89,83.16,92.37,581012020001,58,SUFFOLK
MAYFIELD HIGH SCHOOL,0.0,0.0,0.0,42.16,0.0,45.59,0.0,88.24,0.0,0.0,0.0,54.41,0.0,0.0,57.84,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,91.67,170801040002,17,FULTON
MCGRAW SECONDARY SCHOOL,0.0,0.0,0.0,49.58,0.0,46.22,0.0,78.99,0.0,0.0,0.0,53.78,0.0,0.0,50.42,0.0,0.0,0.0,0.0,0.0,0.0,21.01,0.0,94.96,110304040002,11,CORTLAND
MCKINLEY VOCATIONAL HIGH SCHOOL,0.0,7.33,59.43,76.39,4.61,44.23,4.61,83.58,16.15,0.68,0.0,55.77,0.0,0.0,23.61,62.69,32.02,0.0,0.0,0.0,0.0,16.42,14.52,79.44,140600010098,14,ERIE
MECHANICVILLE HIGH SCHOOL,0.0,0.0,0.0,42.86,0.0,44.29,0.0,88.21,1.79,0.0,0.0,55.71,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,11.79,91.43,88.39,521200050003,52,SARATOGA
MEDGAR EVERS COLLEGE PREPERATORY SCHOOL,0.0,2.19,87.97,77.81,0.0,55.47,0.0,95.94,5.47,2.34,0.0,44.53,0.0,1.09,22.19,0.0,65.31,0.0,0.0,0.0,0.0,4.06,0.0,97.34,331700011590,33,KINGS
MEDINA HIGH SCHOOL,0.0,0.0,0.0,47.54,0.0,50.55,0.0,88.8,3.01,0.0,0.0,49.45,0.0,7.38,52.46,0.0,0.0,0.0,0.0,0.0,0.0,11.2,82.51,89.34,450801060004,45,ORLEANS
METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,0.0,0.0,83.97,90.59,0.0,46.69,0.0,66.9,3.48,12.54,0.0,53.31,0.0,0.0,9.41,0.0,87.46,0.0,0.0,0.0,0.0,33.1,0.0,37.11,332300011647,33,KINGS
METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,0.0,13.21,18.87,61.95,0.0,48.11,0.0,81.13,38.05,2.2,0.0,51.89,0.0,0.0,38.05,0.0,31.76,0.0,0.0,0.0,0.0,18.87,19.5,97.01,342800011167,34,QUEENS
METROPOLITAN HIGH SCHOOL (THE),0.0,0.0,17.0,87.67,18.33,41.0,5.67,67.67,71.0,15.0,0.0,59.0,0.0,0.0,12.33,81.67,85.0,0.0,0.0,0.0,0.0,32.33,0.0,59.33,321200011248,32,BRONX
METROPOLITAN SOUNDVIEW HIGH SCHOOL (THE),0.0,0.0,26.11,91.69,9.79,46.29,6.23,76.56,66.77,10.39,0.0,53.71,0.0,0.0,8.31,90.21,89.61,0.0,0.0,0.0,0.0,23.44,0.0,71.81,321200011521,32,BRONX
MEXICO HIGH SCHOOL,0.0,0.0,0.0,49.52,0.0,49.52,0.0,85.69,1.55,5.03,0.0,50.48,0.0,0.0,50.48,0.0,94.97,0.0,0.0,0.0,0.0,14.31,66.73,91.2,460901060003,46,OSWEGO
MICHAEL J PETRIDES SCHOOL (THE),0.0,1.8,22.22,54.95,0.0,44.44,0.0,79.58,20.72,0.0,0.0,55.56,0.0,0.0,45.05,0.0,0.0,0.0,0.0,0.0,0.0,20.42,47.45,96.4,353100011080,35,RICHMOND
MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA,0.0,6.97,2.73,64.85,0.0,47.58,1.82,85.45,76.67,0.0,0.0,52.42,0.0,0.0,35.15,0.0,0.0,0.0,0.0,0.0,0.0,14.55,3.64,86.97,342400011520,34,QUEENS
MIDDLE EARLY COLLEGE HIGH SCHOOL,0.0,0.0,72.0,67.11,0.0,56.44,0.0,80.0,8.0,0.0,0.0,43.56,0.0,0.0,32.89,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.78,86.67,140600010135,14,ERIE
MIDDLEBURGH HIGH SCHOOL,0.0,0.0,0.0,50.95,0.0,55.71,0.0,87.14,0.0,0.0,0.0,44.29,0.0,0.0,49.05,0.0,0.0,0.0,0.0,0.0,0.0,12.86,0.0,91.67,541001040001,54,SCHOHARIE
MIDDLETOWN HIGH SCHOOL,0.0,1.98,28.5,72.27,4.28,46.26,2.68,82.68,50.73,3.45,0.0,53.74,0.0,0.38,27.73,95.72,96.55,0.0,0.0,0.0,0.0,17.32,17.38,84.66,441000010009,44,ORANGE
MIDLAKES HIGH SCHOOL,0.0,0.0,0.0,32.53,0.0,48.39,0.0,87.9,1.34,0.0,0.0,51.61,0.0,0.0,67.47,0.0,0.0,0.0,0.0,0.0,0.0,12.1,92.2,92.2,431301060004,43,ONTARIO
MIDWOOD HIGH SCHOOL,0.22,37.88,25.89,71.54,1.41,56.19,3.54,93.43,11.48,4.91,0.0,43.81,0.0,1.01,28.46,98.59,95.09,0.0,0.0,0.0,0.0,6.57,23.33,93.82,332200011405,33,KINGS
MILFORD CENTRAL SCHOOL,0.0,0.0,0.0,46.94,0.0,53.06,0.0,27.55,0.0,0.0,0.0,46.94,0.0,0.0,53.06,0.0,0.0,0.0,0.0,0.0,0.0,6.12,56.12,95.92,471101040001,47,OTSEGO
MILLBROOK HIGH SCHOOL,0.0,0.0,0.0,26.21,0.0,43.15,0.0,83.06,5.65,0.0,0.0,56.85,0.0,0.0,73.79,0.0,0.0,0.0,0.0,0.0,0.0,16.94,85.89,98.59,132201040005,13,DUTCHESS
MILLENIUM ART ACADEMY,0.0,0.0,10.41,71.61,5.05,54.89,4.1,71.61,70.66,7.26,0.0,45.11,0.0,0.0,28.39,61.2,92.74,0.0,0.0,0.0,0.0,28.39,0.0,78.23,320800010312,32,BRONX
MILLENNIUM BROOKLYN,0.0,6.38,26.34,42.59,0.0,55.35,0.0,86.21,25.31,1.03,0.0,44.65,0.0,3.09,57.41,0.0,31.69,0.0,0.0,0.0,0.0,13.79,32.51,99.59,331500011684,33,KINGS
MILLENNIUM HIGH SCHOOL,0.0,44.86,5.69,47.05,0.0,63.89,0.0,89.93,17.51,4.38,0.0,36.11,0.0,2.19,52.95,0.0,95.62,0.0,0.0,0.0,0.0,10.07,28.67,99.23,310200010418,31,NEW YORK
MILLER PLACE HIGH SCHOOL,0.0,1.66,1.21,16.29,0.0,50.23,0.0,88.39,7.39,0.0,0.0,49.77,0.0,0.0,83.71,0.0,0.0,0.0,0.0,0.0,0.0,11.61,86.73,97.74,580208020003,58,SUFFOLK
MINEOLA HIGH SCHOOL,0.0,2.88,0.85,28.26,5.75,45.01,0.0,89.85,20.14,0.0,0.0,54.99,0.0,0.0,71.74,94.25,0.0,0.0,0.0,0.0,0.0,10.15,64.64,96.7,280410030006,28,NASSAU
MINERVA CENTRAL SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.65,150801040001,15,ESSEX
MINISINK VALLEY HIGH SCHOOL,0.0,0.5,5.07,23.88,0.0,51.04,0.0,87.76,15.02,1.89,0.0,48.96,0.0,0.0,76.12,0.0,98.11,0.0,0.0,0.0,0.0,12.24,77.41,94.48,441101040001,44,ORANGE
"MLK HIGH SCHOOL - LAW, ADVOCACY AND COMMUNITY JUSTICE",0.0,0.0,11.96,86.5,3.07,53.99,2.15,82.82,56.75,9.2,0.0,46.01,0.0,0.0,13.5,30.37,90.8,0.0,0.0,0.0,0.0,17.18,0.0,78.99,310300011492,31,NEW YORK
MLK JUNIOR HIGH SCHOOL FOR ARTS AND TECHNOLOGY,0.0,2.8,35.29,87.11,7.56,33.61,4.48,76.47,56.86,12.89,0.0,66.39,0.0,0.0,12.89,92.44,87.11,0.0,0.0,0.0,0.0,23.53,0.0,72.83,310300011494,31,NEW YORK
MOHONASEN SENIOR HIGH SCHOOL,0.0,0.0,4.02,36.01,0.0,49.55,0.0,90.33,4.17,0.0,0.0,50.45,0.0,4.61,63.99,0.0,0.0,0.0,0.0,0.0,0.0,9.67,83.63,88.69,530515060004,53,SCHENECTADY
MONROE ACADEMY FOR VISUAL ARTS & DESIGN,0.0,0.0,10.42,66.67,14.58,41.67,0.0,63.54,59.38,8.33,0.0,48.96,0.0,0.0,8.33,60.42,66.67,0.0,0.0,0.0,0.0,27.08,0.0,53.12,321200011692,32,BRONX
MONROE WOODBURY HIGH SCHOOL,0.0,4.19,8.05,22.87,1.62,48.27,0.28,86.97,22.32,0.73,0.0,51.73,0.0,0.0,77.13,98.38,33.5,0.0,0.0,0.0,0.0,13.03,62.02,95.39,441201060006,44,ORANGE
MONTICELLO HIGH SCHOOL,0.0,0.72,22.78,59.46,1.58,48.42,0.0,83.38,24.21,3.58,0.0,51.58,0.0,0.72,40.54,66.91,96.42,0.0,0.0,0.0,0.0,16.62,48.42,88.18,591401060005,59,SULLIVAN
MORAVIA JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,42.57,0.0,46.53,0.0,31.19,0.0,0.0,0.0,53.47,0.0,0.0,57.43,0.0,0.0,0.0,0.0,0.0,0.0,4.46,68.32,91.09,51301040003,5,CAYUGA
MORIAH JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,48.41,0.0,51.59,0.0,77.07,0.0,0.0,0.0,48.41,0.0,0.0,51.59,0.0,0.0,0.0,0.0,0.0,0.0,22.93,0.0,88.54,150901040004,15,ESSEX
MORRIS ACADEMY FOR COLLABORATIVE STUDIES,0.0,0.0,6.93,91.24,14.23,48.18,8.03,69.71,71.53,6.93,0.0,51.82,0.0,0.0,8.76,85.77,57.66,0.0,0.0,0.0,0.0,30.29,0.0,77.01,320900011297,32,BRONX
MORRIS CENTRAL SCHOOL,0.0,0.0,0.0,50.0,0.0,46.34,0.0,58.54,0.0,0.0,0.0,53.66,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,15.85,0.0,89.02,471201040001,47,OTSEGO
MORRISTOWN CENTRAL SCHOOL,0.0,0.0,0.0,54.84,0.0,59.68,0.0,0.0,0.0,0.0,0.0,40.32,0.0,0.0,45.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.87,512101040001,51,SAINT LAWRENCE
MORRISVILLE MIDDLE SCHOOL HIGH SCHOOL,0.0,0.0,0.0,49.66,0.0,51.03,0.0,57.24,0.0,0.0,0.0,48.97,0.0,0.0,50.34,0.0,0.0,0.0,0.0,0.0,0.0,15.17,33.1,92.41,250401040004,25,MADISON
MOTT HALL BRONX HIGH SCHOOL,0.0,0.0,7.24,91.78,7.24,49.34,7.24,77.63,74.01,3.29,0.0,50.66,0.0,0.0,8.22,92.76,30.26,0.0,0.0,0.0,0.0,22.37,0.0,83.72,320900011252,32,BRONX
MOTT HALL HIGH SCHOOL,0.0,0.0,30.0,61.25,7.92,46.25,5.83,76.67,65.42,16.67,0.0,53.75,0.0,0.0,7.5,92.08,83.33,0.0,0.0,0.0,0.0,23.33,0.0,73.96,310500011304,31,NEW YORK
MOTT HALL V,0.0,0.0,10.04,81.36,0.0,47.31,5.73,78.85,76.7,2.15,0.0,52.69,0.0,0.0,18.64,0.0,27.24,0.0,0.0,0.0,0.0,21.15,0.0,89.78,321200010242,32,BRONX
MOTT HAVEN COMMUNITY HIGH SCHOOL,0.0,0.0,9.17,81.94,9.17,43.33,4.17,67.78,69.17,10.0,0.0,56.67,0.0,0.0,18.06,90.83,56.94,0.0,0.0,0.0,0.0,32.22,1.67,45.56,320700011557,32,BRONX
MOTT HAVEN VILLAGE PREP HIGH SCHOOL,0.0,0.0,0.0,63.97,15.07,48.16,4.41,72.79,72.43,11.03,0.0,51.84,0.0,0.0,6.62,84.93,88.97,0.0,0.0,0.0,0.0,27.21,0.0,57.17,320700011473,32,BRONX
MOUNT MARKHAM SENIOR HIGH SCHOOL,0.0,0.0,0.0,47.46,0.0,46.61,0.0,87.29,0.0,0.0,0.0,53.39,0.0,0.0,52.54,0.0,0.0,0.0,0.0,0.0,0.0,12.71,0.0,93.22,212001040003,21,HERKIMER
MOUNT MORRIS SENIOR HIGH SCHOOL,0.0,0.0,0.0,59.32,0.0,45.76,0.0,85.59,0.0,0.0,0.0,54.24,0.0,0.0,40.68,0.0,0.0,0.0,0.0,0.0,0.0,14.41,62.71,89.83,240901040001,24,LIVINGSTON
MOUNT PLEASANT COTTAGE SCHOOL,0.0,0.0,30.0,0.0,0.0,37.5,0.0,15.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,16.25,660804020002,66,WESTCHESTER
MOUNT SINAI HIGH SCHOOL,0.0,6.54,0.84,10.57,0.0,50.34,0.0,90.27,1.68,0.0,0.0,49.66,0.0,0.0,89.43,0.0,0.0,0.0,0.0,0.0,0.0,9.73,86.74,98.49,580207020003,58,SUFFOLK
MOUNT VERNON HIGH SCHOOL,0.0,0.0,79.67,74.0,6.11,47.89,2.33,82.33,14.33,11.11,0.0,52.11,0.0,0.0,26.0,93.89,88.89,0.0,0.0,0.0,0.0,17.67,2.56,73.67,660900010013,66,WESTCHESTER
MS 223 LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY (THE),0.0,0.0,6.87,0.0,3.44,47.08,2.41,81.79,77.32,6.87,0.0,52.92,0.0,0.0,0.0,65.64,93.13,0.0,0.0,0.0,0.0,18.21,0.0,90.55,320700010223,32,BRONX
MS 260 CLINTON SCHOOL WRITERS & ARTISTS,0.0,16.28,0.0,26.74,0.0,65.12,0.0,84.88,16.28,0.0,0.0,34.88,0.0,0.0,73.26,0.0,0.0,0.0,0.0,0.0,0.0,15.12,54.65,90.7,310200010260,31,NEW YORK
MULTICULTURAL HIGH SCHOOL,0.0,0.0,0.0,85.71,72.0,53.71,17.14,0.0,0.0,10.29,0.0,46.29,0.0,0.0,14.29,28.0,61.14,0.0,0.0,0.0,0.0,0.0,0.0,77.14,331900011583,33,KINGS
MURRAY HILL ACADEMY,0.0,3.61,29.38,82.99,0.0,52.06,2.58,76.8,54.12,5.15,0.0,47.94,0.0,0.0,17.01,0.0,62.37,0.0,0.0,0.0,0.0,23.2,0.0,77.84,310200011432,31,NEW YORK
MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,0.0,9.22,48.23,80.5,7.09,52.13,3.55,78.37,35.46,9.22,0.0,47.87,0.0,0.0,19.5,92.91,90.78,0.0,0.0,0.0,0.0,21.63,0.0,69.86,310200011520,31,NEW YORK
MUSEUM MIDDLE SCHOOL,0.0,0.0,25.46,92.32,3.98,38.41,0.0,86.06,65.15,0.71,0.0,61.59,0.0,0.0,7.68,96.02,33.71,0.0,0.0,0.0,0.0,13.94,4.55,85.35,662300010050,66,WESTCHESTER
MYNDERSE ACADEMY,0.0,0.0,0.0,39.72,0.0,49.48,0.0,90.59,1.74,0.0,0.0,50.52,0.0,0.0,60.28,0.0,0.0,0.0,0.0,0.0,0.0,9.41,88.5,91.81,560701060003,56,SENECA
NANUET SENIOR HIGH SCHOOL,0.0,14.34,1.29,19.85,1.1,48.16,0.0,89.71,15.99,0.0,0.0,51.84,0.0,0.0,80.15,31.43,0.0,0.0,0.0,0.0,0.0,10.29,64.52,95.96,500108030004,50,ROCKLAND
NAPLES HIGH SCHOOL,0.0,0.0,0.0,44.05,0.0,38.1,0.0,78.57,0.0,0.0,0.0,61.9,0.0,0.0,55.95,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,88.39,431201040002,43,ONTARIO
NELSON MANDELA HIGH SCHOOL,0.0,0.0,83.82,74.26,0.0,43.38,0.0,75.74,3.68,10.29,0.0,56.62,0.0,0.0,25.74,0.0,89.71,0.0,0.0,0.0,0.0,24.26,0.0,84.56,331600011765,33,KINGS
NELSON R MANDELA/DR HOSEA ZOLLICOFFER HIGH SCHOOL,0.0,0.0,69.64,71.43,0.0,39.88,0.0,86.31,0.0,12.5,0.0,60.12,0.0,0.0,28.57,0.0,71.43,0.0,0.0,0.0,0.0,13.69,0.0,46.43,660900010025,66,WESTCHESTER
NEW DAWN CHARTER HIGH SCHOOL,0.0,0.0,60.37,83.84,3.35,46.65,2.13,57.32,25.91,12.8,0.0,53.35,0.0,0.0,16.16,70.73,87.2,0.0,0.0,0.0,0.0,42.68,0.0,37.8,331500861016,33,KINGS
NEW DESIGN HS,0.0,3.24,31.58,73.28,0.0,55.47,4.05,73.28,55.47,12.15,0.0,44.53,0.0,0.0,26.72,0.0,87.85,0.0,0.0,0.0,0.0,26.72,0.0,86.03,310200011543,31,NEW YORK
